chr	tss	strand	gene_name	gene_id
chr3	105366712	+	ALCAM	ALCAM
chr19	49453224	+	ALDH16A1	ALDH16A1
chr10	95656711	-	ALDH18A1	ALDH18A1
chr9	72953053	-	ALDH1A1	ALDH1A1
chr15	58014023	-	ALDH1A2	ALDH1A2
chr15	100879830	+	ALDH1A3	ALDH1A3
chr9	38392701	+	ALDH1B1	ALDH1B1
chr3	126180586	-	ALDH1L1	ALDH1L1
chr3	126103639	+	ALDH1L1-AS1	ALDH1L1-AS1
chr3	126180064	+	ALDH1L1-AS2	ALDH1L1-AS2
chr12	105084458	-	ALDH1L2	ALDH1L2
chr12	111766932	+	ALDH2	ALDH2
chr17	19745459	-	ALDH3A1	ALDH3A1
chr17	19648149	+	ALDH3A2	ALDH3A2
chr11	68008546	+	ALDH3B1	ALDH3B1
chr11	67674731	-	ALDH3B2	ALDH3B2
chr1	18890891	-	ALDH4A1	ALDH4A1
chr6	24494968	+	ALDH5A1	ALDH5A1
chr14	74084453	-	ALDH6A1	ALDH6A1
chr5	126595219	-	ALDH7A1	ALDH7A1
chr6	134950101	-	ALDH8A1	ALDH8A1
chr1	165698562	-	ALDH9A1	ALDH9A1
chr16	30064278	+	ALDOA	ALDOA
chr9	101435774	-	ALDOB	ALDOB
chr17	28576895	-	ALDOC	ALDOC
chr16	5071842	+	ALG1	ALG1
chr12	34022495	+	ALG10	ALG10
chr12	38316773	+	ALG10B	ALG10B
chr13	52012397	+	ALG11	ALG11
chr22	49918438	-	ALG12	ALG12
chrX	111681169	+	ALG13	ALG13
chr1	95072951	-	ALG14	ALG14
chr1	95061595	+	ALG14-AS1	ALG14-AS1
chr3	125937179	-	ALG1L	ALG1L
chr3	130081830	+	ALG1L2	ALG1L2
chr11	71813859	-	ALG1L9P	ALG1L9P
chr9	99221942	-	ALG2	ALG2
chr3	184248962	-	ALG3	ALG3
chr13	36999340	-	ALG5	ALG5
chr1	63367626	+	ALG6	ALG6
chr11	78139626	-	ALG8	ALG8
chr11	111871281	-	ALG9	ALG9
chr2	29223900	-	ALK	ALK
chr8	52565430	-	ALKAL1	ALKAL1
chr2	288091	-	ALKAL2	ALKAL2
chr14	77708023	-	ALKBH1	ALKBH1
chr12	109093472	-	ALKBH2	ALKBH2
chr11	43880830	+	ALKBH3	ALKBH3
chr11	43920944	-	ALKBH3-AS1	ALKBH3-AS1
chr7	102464863	-	ALKBH4	ALKBH4
chr17	18183827	+	ALKBH5	ALKBH5
chr19	36014213	-	ALKBH6	ALKBH6
chr19	6372793	+	ALKBH7	ALKBH7
chr11	107565735	-	ALKBH8	ALKBH8
chr2	3658199	+	ALLC	ALLC
chr2	73385757	+	ALMS1	ALMS1
chr2	73457102	+	ALMS1-IT1	ALMS1-IT1
chr2	73644918	+	ALMS1P1	ALMS1P1
chr17	6996048	+	ALOX12	ALOX12
chr17	7012334	-	ALOX12-AS1	ALOX12-AS1
chr17	8087716	-	ALOX12B	ALOX12B
chr17	6853575	+	ALOX12P2	ALOX12P2
chr17	4641678	-	ALOX15	ALOX15
chr17	8039039	+	ALOX15B	ALOX15B
chr17	6657718	+	ALOX15P1	ALOX15P1
chr10	45374165	+	ALOX5	ALOX5
chr13	30713477	+	ALOX5AP	ALOX5AP
chr17	8118303	-	ALOXE3	ALOXE3
chr2	232406843	+	ALPG	ALPG
chr2	232456152	+	ALPI	ALPI
chr4	112297342	+	ALPK1	ALPK1
chr18	58629091	-	ALPK2	ALPK2
chr15	84817355	+	ALPK3	ALPK3
chr1	21508983	+	ALPL	ALPL
chr2	232378750	+	ALPP	ALPP
chr2	201780933	-	ALS2	ALS2
chr3	46693679	-	ALS2CL	ALS2CL
chr12	85280219	+	ALX1	ALX1
chr1	110070672	-	ALX3	ALX3
chr11	44310139	-	ALX4	ALX4
chr17	81891586	-	ALYREF	ALYREF
chr5	34008050	-	AMACR	AMACR
chr4	70592255	+	AMBN	AMBN
chr9	114078300	-	AMBP	AMBP
chr11	46587444	-	AMBRA1	AMBRA1
chr6	110814620	+	AMD1	AMD1
chr12	95943330	+	AMDHD1	AMDHD1
chr16	2520370	+	AMDHD2	AMDHD2
chrX	11293412	+	AMELX	AMELX
chrY	6874027	-	AMELY	AMELY
chrX	64205708	-	AMER1	AMER1
chr13	25172167	-	AMER2	AMER2
chr2	130755539	+	AMER3	AMER3
chr16	56424989	-	AMFR	AMFR
chr19	2249322	+	AMH	AMH
chr12	53423854	+	AMHR2	AMHR2
chr1	109509727	-	AMIGO1	AMIGO1
chr12	47079951	-	AMIGO2	AMIGO2
chr3	49719684	-	AMIGO3	AMIGO3
chrX	110318085	-	AMMECR1	AMMECR1
chr2	127884860	-	AMMECR1L	AMMECR1L
chr14	102922662	+	AMN	AMN
chr12	31729021	-	AMN1	AMN1
chrX	112823126	-	AMOT	AMOT
chr11	94768355	+	AMOTL1	AMOTL1
chr3	134374447	-	AMOTL2	AMOTL2
chr1	114695546	-	AMPD1	AMPD1
chr1	109619812	+	AMPD2	AMPD2
chr11	10450320	+	AMPD3	AMPD3
chr7	38631373	-	AMPH	AMPH
chr3	49422473	-	AMT	AMT
chr4	70518568	+	AMTN	AMTN
chr1	103655518	+	AMY1A	AMY1A
chr1	103655702	+	AMY1B	AMY1B
chr1	103655515	+	AMY1C	AMY1C
chr1	103617331	+	AMY2A	AMY2A
chr1	103554643	+	AMY2B	AMY2B
chr7	2679521	+	AMZ1	AMZ1
chr17	68206128	+	AMZ2	AMZ2
chr17	64975585	-	AMZ2P1	AMZ2P1
chr2	111884193	-	ANAPC1	ANAPC1
chr4	145097382	-	ANAPC10	ANAPC10
chr17	81890789	+	ANAPC11	ANAPC11
chr3	134485985	-	ANAPC13	ANAPC13
chr11	72112232	-	ANAPC15	ANAPC15
chr10	72215999	+	ANAPC16	ANAPC16
chr2	86861824	+	ANAPC1P1	ANAPC1P1
chr2	87076413	-	ANAPC1P2	ANAPC1P2
chr2	87700982	+	ANAPC1P4	ANAPC1P4
chr2	106369744	+	ANAPC1P6	ANAPC1P6
chr9	137188560	-	ANAPC2	ANAPC2
chr4	25377262	+	ANAPC4	ANAPC4
chr12	121352411	-	ANAPC5	ANAPC5
chr12	110401949	-	ANAPC7	ANAPC7
chr14	20684176	+	ANG	ANG
chr14	76812882	-	ANGEL1	ANGEL1
chr1	213015509	-	ANGEL2	ANGEL2
chr8	107336515	-	ANGPT1	ANGPT1
chr8	6563245	-	ANGPT2	ANGPT2
chr20	916334	-	ANGPT4	ANGPT4
chr1	178871077	-	ANGPTL1	ANGPTL1
chr9	127122635	-	ANGPTL2	ANGPTL2
chr1	62597519	+	ANGPTL3	ANGPTL3
chr19	8364154	+	ANGPTL4	ANGPTL4
chr11	101916522	-	ANGPTL5	ANGPTL5
chr19	10102657	-	ANGPTL6	ANGPTL6
chr1	11189354	+	ANGPTL7	ANGPTL7
chr19	11239618	+	ANGPTL8	ANGPTL8
chr12	133235836	-	ANHX	ANHX
chr8	41665274	-	ANK1	ANK1
chr4	112706017	+	ANK2	ANK2
chr10	60141016	-	ANK3	ANK3
chr2	189674669	+	ANKAR	ANKAR
chr15	64911901	+	ANKDD1A	ANKDD1A
chr5	75611452	+	ANKDD1B	ANKDD1B
chr20	10034986	+	ANKEF1	ANKEF1
chr17	56153474	+	ANKFN1	ANKFN1
chr17	4263847	-	ANKFY1	ANKFY1
chr5	14871778	-	ANKH	ANKH
chr5	140401813	+	ANKHD1	ANKHD1
chr5	140401813	+	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3
chr7	92245973	+	ANKIB1	ANKIB1
chr11	113387778	+	ANKK1	ANKK1
chr19	17281900	+	ANKLE1	ANKLE1
chr12	132761832	-	ANKLE2	ANKLE2
chr2	240557988	-	ANKMY1	ANKMY1
chr7	16645754	-	ANKMY2	ANKMY2
chr5	73565639	-	ANKRA2	ANKRA2
chr10	90921087	-	ANKRD1	ANKRD1
chr13	110915069	-	ANKRD10	ANKRD10
chr16	89490561	-	ANKRD11	ANKRD11
chr18	9136780	+	ANKRD12	ANKRD12
chr12	109999429	+	ANKRD13A	ANKRD13A
chr17	29593131	+	ANKRD13B	ANKRD13B
chr1	70354722	-	ANKRD13C	ANKRD13C
chr11	67289302	+	ANKRD13D	ANKRD13D
chr10	5889893	-	ANKRD16	ANKRD16
chr4	73223057	-	ANKRD17	ANKRD17
chr9	38620596	-	ANKRD18A	ANKRD18A
chr9	33524250	+	ANKRD18B	ANKRD18B
chr9	97238742	-	ANKRD18CP	ANKRD18CP
chr3	198080671	-	ANKRD18DP	ANKRD18DP
chr9	92809610	+	ANKRD19P	ANKRD19P
chr10	97572440	+	ANKRD2	ANKRD2
chr9	67858930	+	ANKRD20A1	ANKRD20A1
chr21	13980444	-	ANKRD20A11P	ANKRD20A11P
chr13	23949315	-	ANKRD20A19P	ANKRD20A19P
chr9	64369393	+	ANKRD20A4-ANKRD20A20P	ANKRD20A4-ANKRD20A20P
chr18	14179096	+	ANKRD20A5P	ANKRD20A5P
chr2	94857075	-	ANKRD20A8P	ANKRD20A8P
chr13	18871967	-	ANKRD20A9P	ANKRD20A9P
chr10	88851844	-	ANKRD22	ANKRD22
chr2	96844021	-	ANKRD23	ANKRD23
chr19	4183353	+	ANKRD24	ANKRD24
chr10	27100494	-	ANKRD26	ANKRD26
chr16	46569097	-	ANKRD26P1	ANKRD26P1
chr13	19344973	-	ANKRD26P3	ANKRD26P3
chr19	32675180	-	ANKRD27	ANKRD27
chr3	15756547	-	ANKRD28	ANKRD28
chr18	23662911	-	ANKRD29	ANKRD29
chr10	37125856	+	ANKRD30A	ANKRD30A
chr18	14748171	+	ANKRD30B	ANKRD30B
chr2	132161952	-	ANKRD30BL	ANKRD30BL
chr21	13038165	+	ANKRD30BP2	ANKRD30BP2
chr10	45154661	+	ANKRD30BP3	ANKRD30BP3
chr5	75236878	-	ANKRD31	ANKRD31
chr12	51888102	+	ANKRD33	ANKRD33
chr5	10564069	+	ANKRD33B	ANKRD33B
chr1	145964575	-	ANKRD34A	ANKRD34A
chr5	80570280	-	ANKRD34B	ANKRD34B
chr15	79282721	+	ANKRD34C	ANKRD34C
chr15	79283945	-	ANKRD34C-AS1	ANKRD34C-AS1
chr1	145885866	-	ANKRD35	ANKRD35
chr2	97113152	+	ANKRD36	ANKRD36
chr2	97589877	-	ANKRD36B	ANKRD36B
chr1	168247430	-	ANKRD36BP1	ANKRD36BP1
chr2	88765901	+	ANKRD36BP2	ANKRD36BP2
chr2	95991824	-	ANKRD36C	ANKRD36C
chr4	185396840	+	ANKRD37	ANKRD37
chr2	96858016	-	ANKRD39	ANKRD39
chr17	50707914	-	ANKRD40	ANKRD40
chr17	50767518	-	ANKRD40CL	ANKRD40CL
chr11	83193711	+	ANKRD42	ANKRD42
chr2	197310780	-	ANKRD44	ANKRD44
chr2	197197990	+	ANKRD44-AS1	ANKRD44-AS1
chr2	197302519	-	ANKRD44-IT1	ANKRD44-IT1
chr1	173669851	-	ANKRD45	ANKRD45
chr8	100559759	-	ANKRD46	ANKRD46
chr11	94493983	+	ANKRD49	ANKRD49
chr4	124712732	-	ANKRD50	ANKRD50
chr12	56258384	-	ANKRD52	ANKRD52
chr2	70978444	+	ANKRD53	ANKRD53
chr22	37843848	-	ANKRD54	ANKRD54
chr5	56233330	-	ANKRD55	ANKRD55
chr6	89433151	+	ANKRD6	ANKRD6
chr20	58228653	-	ANKRD60	ANKRD60
chr7	6031375	+	ANKRD61	ANKRD61
chr18	12093842	+	ANKRD62	ANKRD62
chr22	16675540	-	ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3
chr15	40282586	-	ANKRD63	ANKRD63
chr1	1421276	-	ANKRD65	ANKRD65
chr6	46746916	+	ANKRD66	ANKRD66
chr7	118224703	+	ANKRD7	ANKRD7
chr14	102509776	-	ANKRD9	ANKRD9
chr6	34889254	+	ANKS1A	ANKS1A
chr12	98894774	-	ANKS1B	ANKS1B
chr16	4734271	-	ANKS3	ANKS3
chr16	21233698	+	ANKS4B	ANKS4B
chr9	98796555	-	ANKS6	ANKS6
chr3	149792554	-	ANKUB1	ANKUB1
chr2	219229805	+	ANKZF1	ANKZF1
chr7	36389861	+	ANLN	ANLN
chr11	69985906	+	ANO1	ANO1
chr3	43621926	-	ANO10	ANO10
chr12	5945259	-	ANO2	ANO2
chr11	26189122	+	ANO3	ANO3
chr11	26288007	-	ANO3-AS1	ANO3-AS1
chr12	100794775	+	ANO4	ANO4
chr11	22193084	+	ANO5	ANO5
chr12	45216094	+	ANO6	ANO6
chr2	241188676	+	ANO7	ANO7
chr19	17334855	-	ANO8	ANO8
chr11	442011	-	ANO9	ANO9
chrX	8732137	-	ANOS1	ANOS1
chr15	68820895	-	ANP32A	ANP32A
chr15	68807101	-	ANP32A-IT1	ANP32A-IT1
chr15	35237325	+	ANP32AP1	ANP32AP1
chr9	97983340	+	ANP32B	ANP32B
chr4	164197711	-	ANP32C	ANP32C
chr12	48472558	+	ANP32D	ANP32D
chr1	150234678	-	ANP32E	ANP32E
chr15	89806628	-	ANPEP	ANPEP
chr16	721145	+	ANTKMT	ANTKMT
chr2	69013143	+	ANTXR1	ANTXR1
chr4	80073229	-	ANTXR2	ANTXR2
chr10	46286996	+	ANTXRL	ANTXRL
chr10	46269608	-	ANTXRLP1	ANTXRLP1
chr9	73151864	+	ANXA1	ANXA1
chr4	168092536	+	ANXA10	ANXA10
chr10	80204491	-	ANXA11	ANXA11
chr8	123737393	-	ANXA13	ANXA13
chr15	60397986	-	ANXA2	ANXA2
chr4	153308811	-	ANXA2P1	ANXA2P1
chr9	33624224	+	ANXA2P2	ANXA2P2
chr10	64825527	+	ANXA2P3	ANXA2P3
chr5	43040319	-	ANXA2R	ANXA2R
chr4	78551769	+	ANXA3	ANXA3
chr2	69643807	+	ANXA4	ANXA4
chr4	121696980	-	ANXA5	ANXA5
chr5	151141684	-	ANXA6	ANXA6
chr10	73414058	-	ANXA7	ANXA7
chr10	47484115	-	ANXA8	ANXA8
chr10	46375775	+	ANXA8L1	ANXA8L1
chr1	150982291	+	ANXA9	ANXA9
chr7	36724494	-	AOAH	AOAH
chr7	36600120	-	AOAH-IT1	AOAH-IT1
chr7	150852516	+	AOC1	AOC1
chr17	42844579	+	AOC2	AOC2
chr17	42851183	+	AOC3	AOC3
chr17	42867144	+	AOC4P	AOC4P
chr9	94726668	+	AOPEP	AOPEP
chr2	200586013	+	AOX1	AOX1
chr2	200695722	+	AOX3P-AOX2P	AOX3P-AOX2P
chr4	112231786	+	AP1AR	AP1AR
chr22	29388570	-	AP1B1	AP1B1
chr22	32121976	+	AP1B1P1	AP1B1P1
chr16	71808834	-	AP1G1	AP1G1
chr14	23567791	-	AP1G2	AP1G2
chr19	16197910	+	AP1M1	AP1M1
chr19	10587312	-	AP1M2	AP1M2
chr7	101154475	+	AP1S1	AP1S1
chrX	15854813	-	AP1S2	AP1S2
chr2	223837582	-	AP1S3	AP1S3
chr19	49767000	+	AP2A1	AP2A1
chr11	925808	+	AP2A2	AP2A2
chr17	35587321	+	AP2B1	AP2B1
chr3	184174845	+	AP2M1	AP2M1
chr19	46850314	-	AP2S1	AP2S1
chr5	78294698	-	AP3B1	AP3B1
chr15	82662675	-	AP3B2	AP3B2
chr19	2151566	-	AP3D1	AP3D1
chr10	74150828	-	AP3M1	AP3M1
chr8	42152945	+	AP3M2	AP3M2
chr5	115841934	+	AP3S1	AP3S1
chr15	89893994	-	AP3S2	AP3S2
chr1	113904799	-	AP4B1	AP4B1
chr1	113812611	+	AP4B1-AS1	AP4B1-AS1
chr15	50908682	+	AP4E1	AP4E1
chr7	100101642	+	AP4M1	AP4M1
chr14	31025105	+	AP4S1	AP4S1
chr11	65780976	-	AP5B1	AP5B1
chr14	57268970	+	AP5M1	AP5M1
chr20	3820523	+	AP5S1	AP5S1
chr7	4775622	+	AP5Z1	AP5Z1
chr12	98645289	+	APAF1	APAF1
chr9	69672371	-	APBA1	APBA1
chr15	28885973	+	APBA2	APBA2
chr19	3761692	-	APBA3	APBA3
chr11	6404691	-	APBB1	APBB1
chr10	26438340	+	APBB1IP	APBB1IP
chr4	40857155	-	APBB2	APBB2
chr5	140564604	-	APBB3	APBB3
chr5	112707497	+	APC	APC
chr19	1450120	+	APC2	APC2
chr18	10454634	+	APCDD1	APCDD1
chr20	58515399	-	APCDD1L	APCDD1L
chr20	58515378	+	APCDD1L-DT	APCDD1L-DT
chr1	159587825	+	APCS	APCS
chr3	49674350	+	APEH	APEH
chr4	164877177	+	APELA	APELA
chr14	20455225	+	APEX1	APEX1
chrX	55000362	+	APEX2	APEX2
chr1	150269016	-	APH1A	APH1A
chr15	63277549	+	APH1B	APH1B
chr11	43311995	+	API5	API5
chr11	34916379	-	APIP	APIP
chr2	68467584	+	APLF	APLF
chrX	129654956	-	APLN	APLN
chr11	57237250	-	APLNR	APLNR
chr19	35868444	+	APLP1	APLP1
chr11	130069893	+	APLP2	APLP2
chr20	24992751	-	APMAP	APMAP
chr11	116837622	-	APOA1	APOA1
chr11	116836116	+	APOA1-AS	APOA1-AS
chr1	161223628	-	APOA2	APOA2
chr11	116823304	-	APOA4	APOA4
chr11	116791879	-	APOA5	APOA5
chr2	21044073	-	APOB	APOB
chr12	7665908	-	APOBEC1	APOBEC1
chr6	41053200	+	APOBEC2	APOBEC2
chr22	38957608	+	APOBEC3A	APOBEC3A
chr22	38957521	+	APOBEC3A_B	APOBEC3A_B
chr22	38982346	+	APOBEC3B	APOBEC3B
chr22	38963410	-	APOBEC3B-AS1	APOBEC3B-AS1
chr22	39014256	+	APOBEC3C	APOBEC3C
chr22	39021126	+	APOBEC3D	APOBEC3D
chr22	39040863	+	APOBEC3F	APOBEC3F
chr22	39077004	+	APOBEC3G	APOBEC3G
chr22	39097223	+	APOBEC3H	APOBEC3H
chr1	183653316	-	APOBEC4	APOBEC4
chr16	28494642	+	APOBR	APOBR
chr19	44914324	+	APOC1	APOC1
chr19	44926802	+	APOC1P1	APOC1P1
chr19	44946050	+	APOC2	APOC2
chr11	116829906	+	APOC3	APOC3
chr19	44942236	+	APOC4	APOC4
chr19	44942237	+	APOC4-APOC2	APOC4-APOC2
chr3	195583940	-	APOD	APOD
chr19	44905795	+	APOE	APOE
chr12	56362857	-	APOF	APOF
chr17	66229415	-	APOH	APOH
chr22	36253070	+	APOL1	APOL1
chr22	36239527	-	APOL2	APOL2
chr22	36160755	-	APOL3	APOL3
chr22	36204833	-	APOL4	APOL4
chr22	35717871	+	APOL5	APOL5
chr22	35648445	+	APOL6	APOL6
chr12	12725916	+	APOLD1	APOLD1
chr6	31652403	+	APOM	APOM
chrX	23907938	-	APOO	APOO
chrX	85003876	+	APOOL	APOOL
chr16	59755191	-	APOOP5	APOOP5
chr21	26140390	-	APP	APP
chr17	60526240	-	APPBP2	APPBP2
chr3	57227728	+	APPL1	APPL1
chr12	105233405	-	APPL2	APPL2
chr16	88811928	-	APRT	APRT
chr7	77696265	-	APTR	APTR
chr9	33001576	-	APTX	APTX
chr7	30911852	+	AQP1	AQP1
chr1	154321092	+	AQP10	AQP10
chr11	77589634	+	AQP11	AQP11
chr2	240691865	+	AQP12A	AQP12A
chr2	240682885	-	AQP12B	AQP12B
chr12	49950736	+	AQP2	AQP2
chr9	33447593	-	AQP3	AQP3
chr18	26862910	-	AQP4	AQP4
chr18	26865307	+	AQP4-AS1	AQP4-AS1
chr12	49961871	+	AQP5	AQP5
chr12	49972946	+	AQP6	AQP6
chr9	33402568	-	AQP7	AQP7
chr9	63334520	-	AQP7P1	AQP7P1
chr9	40498781	-	AQP7P3	AQP7P3
chr16	25216946	+	AQP8	AQP8
chr15	58138168	+	AQP9	AQP9
chr15	34969742	-	AQR	AQR
chrX	67544020	+	AR	AR
chrX	47561099	+	ARAF	ARAF
chr11	72722340	-	ARAP1	ARAP1
chr11	72700473	+	ARAP1-AS2	ARAP1-AS2
chr4	36243939	-	ARAP2	ARAP2
chr5	141682230	-	ARAP3	ARAP3
chr8	142614479	-	ARC	ARC
chr11	118572386	+	ARCN1	ARCN1
chr4	74445135	+	AREG	AREG
chr14	74713080	-	AREL1	AREL1
chr1	228082659	+	ARF1	ARF1
chr12	48957487	-	ARF3	ARF3
chr3	57597344	-	ARF4	ARF4
chr3	57597788	+	ARF4-AS1	ARF4-AS1
chr7	127588410	+	ARF5	ARF5
chr14	49893081	+	ARF6	ARF6
chr20	63272784	+	ARFGAP1	ARFGAP1
chr11	47176879	-	ARFGAP2	ARFGAP2
chr22	42857273	-	ARFGAP3	ARFGAP3
chr8	67343781	-	ARFGEF1	ARFGEF1
chr20	48921710	+	ARFGEF2	ARFGEF2
chr6	138161938	+	ARFGEF3	ARFGEF3
chr4	152779936	+	ARFIP1	ARFIP1
chr11	6481331	-	ARFIP2	ARFIP2
chr20	63707853	-	ARFRP1	ARFRP1
chr6	131573225	+	ARG1	ARG1
chr14	67619919	+	ARG2	ARG2
chr3	121567948	+	ARGFX	ARGFX
chr17	32151571	-	ARGFXP2	ARGFXP2
chr13	106568137	-	ARGLU1	ARGLU1
chr11	46700619	-	ARHGAP1	ARHGAP1
chr4	147732087	+	ARHGAP10	ARHGAP10
chr15	32615143	+	ARHGAP11A	ARHGAP11A
chr15	32615475	+	ARHGAP11A-SCG5	ARHGAP11A-SCG5
chr15	30626147	+	ARHGAP11B	ARHGAP11B
chr10	31908926	-	ARHGAP12	ARHGAP12
chr2	143129418	+	ARHGAP15	ARHGAP15
chr16	25015369	-	ARHGAP17	ARHGAP17
chr6	129710177	-	ARHGAP18	ARHGAP18
chr10	97270657	-	ARHGAP19	ARHGAP19
chr10	97292673	-	ARHGAP19-SLIT1	ARHGAP19-SLIT1
chr11	110711825	-	ARHGAP20	ARHGAP20
chr10	24622843	-	ARHGAP21	ARHGAP21
chr10	48493650	-	ARHGAP22	ARHGAP22
chr10	48511589	-	ARHGAP22-IT1	ARHGAP22-IT1
chr17	38428463	+	ARHGAP23	ARHGAP23
chr4	85475149	+	ARHGAP24	ARHGAP24
chr2	68734810	+	ARHGAP25	ARHGAP25
chr5	142770376	+	ARHGAP26	ARHGAP26
chr5	142868910	-	ARHGAP26-AS1	ARHGAP26-AS1
chr5	143192499	+	ARHGAP26-IT1	ARHGAP26-IT1
chr17	45410386	-	ARHGAP27	ARHGAP27
chr17	64781504	-	ARHGAP27P1	ARHGAP27P1
chr17	64781999	-	ARHGAP27P1-BPTFP1-KPNA2P3	ARHGAP27P1-BPTFP1-KPNA2P3
chr17	68198659	+	ARHGAP27P2	ARHGAP27P2
chr18	6729715	+	ARHGAP28	ARHGAP28
chr1	94237584	-	ARHGAP29	ARHGAP29
chr1	161069891	-	ARHGAP30	ARHGAP30
chr3	119294382	+	ARHGAP31	ARHGAP31
chr3	119322760	-	ARHGAP31-AS1	ARHGAP31-AS1
chr11	129024188	-	ARHGAP32	ARHGAP32
chr19	35775563	+	ARHGAP33	ARHGAP33
chr19	46860996	+	ARHGAP35	ARHGAP35
chrX	131058345	+	ARHGAP36	ARHGAP36
chr8	144605695	-	ARHGAP39	ARHGAP39
chrX	153926264	-	ARHGAP4	ARHGAP4
chr20	38601808	+	ARHGAP40	ARHGAP40
chr11	100687287	+	ARHGAP42	ARHGAP42
chr11	100687955	-	ARHGAP42-AS1	ARHGAP42-AS1
chr17	12789497	+	ARHGAP44	ARHGAP44
chr19	1065958	+	ARHGAP45	ARHGAP45
chr14	32077303	+	ARHGAP5	ARHGAP5
chr14	32076699	-	ARHGAP5-AS1	ARHGAP5-AS1
chrX	11265992	-	ARHGAP6	ARHGAP6
chr22	44752557	+	ARHGAP8	ARHGAP8
chr12	57477867	-	ARHGAP9	ARHGAP9
chr17	81870997	-	ARHGDIA	ARHGDIA
chr12	14948896	-	ARHGDIB	ARHGDIB
chr16	280590	+	ARHGDIG	ARHGDIG
chr19	41883183	+	ARHGEF1	ARHGEF1
chr8	1823925	+	ARHGEF10	ARHGEF10
chr1	17539697	+	ARHGEF10L	ARHGEF10L
chr1	157045742	-	ARHGEF11	ARHGEF11
chr11	120336412	+	ARHGEF12	ARHGEF12
chr17	8310240	+	ARHGEF15	ARHGEF15
chr1	3454664	+	ARHGEF16	ARHGEF16
chr11	73308275	+	ARHGEF17	ARHGEF17
chr19	7348936	+	ARHGEF18	ARHGEF18
chr1	16212652	-	ARHGEF19	ARHGEF19
chr1	155978175	-	ARHGEF2	ARHGEF2
chr12	57610115	+	ARHGEF25	ARHGEF25
chr3	154121002	+	ARHGEF26	ARHGEF26
chr3	154121210	-	ARHGEF26-AS1	ARHGEF26-AS1
chr5	73626157	+	ARHGEF28	ARHGEF28
chr3	56775717	-	ARHGEF3	ARHGEF3
chr3	56940039	+	ARHGEF3-AS1	ARHGEF3-AS1
chr2	38889874	+	ARHGEF33	ARHGEF33
chr7	144286003	-	ARHGEF34P	ARHGEF34P
chr7	144195833	-	ARHGEF35	ARHGEF35
chr7	144195320	+	ARHGEF35-AS1	ARHGEF35-AS1
chr5	149581497	+	ARHGEF37	ARHGEF37
chr4	105552619	+	ARHGEF38	ARHGEF38
chr4	105561590	+	ARHGEF38-IT1	ARHGEF38-IT1
chr9	35665195	-	ARHGEF39	ARHGEF39
chr2	130836913	+	ARHGEF4	ARHGEF4
chr14	21070303	+	ARHGEF40	ARHGEF40
chr7	144355401	+	ARHGEF5	ARHGEF5
chrX	136767815	-	ARHGEF6	ARHGEF6
chr13	111114618	+	ARHGEF7	ARHGEF7
chr13	111148565	-	ARHGEF7-AS1	ARHGEF7-AS1
chr13	111115678	-	ARHGEF7-AS2	ARHGEF7-AS2
chrX	63755123	-	ARHGEF9	ARHGEF9
chrX	63671502	-	ARHGEF9-IT1	ARHGEF9-IT1
chr1	26696014	+	ARID1A	ARID1A
chr6	156776025	+	ARID1B	ARID1B
chr12	45729705	+	ARID2	ARID2
chr19	926034	+	ARID3A	ARID3A
chr15	74541176	+	ARID3B	ARID3B
chr9	34628086	-	ARID3C	ARID3C
chr14	58298503	+	ARID4A	ARID4A
chr1	235327487	-	ARID4B	ARID4B
chr2	96536751	+	ARID5A	ARID5A
chr10	61901698	+	ARID5B	ARID5B
chr15	72474329	+	ARIH1	ARIH1
chr3	48918841	+	ARIH2	ARIH2
chr3	48919385	-	ARIH2OS	ARIH2OS
chr12	101407772	-	ARL1	ARL1
chr5	176365467	+	ARL10	ARL10
chr13	49628506	+	ARL11	ARL11
chrX	100969707	+	ARL13A	ARL13A
chr3	93980138	+	ARL13B	ARL13B
chr3	160677159	+	ARL14	ARL14
chr11	30323103	+	ARL14EP	ARL14EP
chr5	116032471	+	ARL14EPL	ARL14EPL
chr5	54310573	-	ARL15	ARL15
chr17	81683713	-	ARL16	ARL16
chr17	45515228	+	ARL17A	ARL17A
chr17	45515228	+	ARL17B	ARL17B
chr11	65014159	+	ARL2	ARL2
chr11	65014112	+	ARL2-SNX15	ARL2-SNX15
chr16	57245258	+	ARL2BP	ARL2BP
chr10	102714397	-	ARL3	ARL3
chr7	12686826	+	ARL4A	ARL4A
chr2	234497049	-	ARL4C	ARL4C
chr17	43398992	+	ARL4D	ARL4D
chr2	151828421	-	ARL5A	ARL5A
chr10	18659430	+	ARL5B	ARL5B
chr17	39166161	-	ARL5C	ARL5C
chr3	97764520	+	ARL6	ARL6
chr16	18801370	-	ARL6IP1	ARL6IP1
chr12	122980059	+	ARL6IP4	ARL6IP4
chr3	69084936	+	ARL6IP5	ARL6IP5
chr2	152717647	+	ARL6IP6	ARL6IP6
chr1	202144737	-	ARL8A	ARL8A
chr3	5122291	+	ARL8B	ARL8B
chr4	56505208	+	ARL9	ARL9
chr16	80892596	-	ARLNC1	ARLNC1
chr8	65634177	-	ARMC1	ARMC1
chr7	103074880	+	ARMC10	ARMC10
chr6	35737031	+	ARMC12	ARMC12
